fonte,place_id,nome,instagram,telefone,whatsapp_link,site,cidade,pais,bairro,nicho,tem_link_na_bio,tem_site,tem_whatsapp_visivel,business_status,rating,user_ratings_total,place_types,open_now,activity_score,score,observacao,link_origem,status,data_coleta,last_contact_at,last_contact_note
Maps,,Her Clinic Concept Micropigmentação e Estética,,+55 19 99135-8555,https://wa.me/5519991358555,https://herconcept.com.br/,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=16035935976455948476,enviado,2026-02-09T16:38:01+00:00,2026-02-10T14:38:44+00:00,
Maps,,"Augusta Perfection - Micropigmentação, Botox e Harmonização Facial em Campinas",,+55 19 99670-0822,https://wa.me/5519996700822,https://instagram.com/augustaperfection/,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=2606942597181291625,enviado,2026-02-09T16:38:01+00:00,2026-02-10T12:01:42+00:00,
Maps,,Micropigmentação,,+55 19 98163-7083,https://wa.me/5519981637083,http://www.micropigmentacaoearte.com.br/,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=3421720654790952172,enviado,2026-02-09T16:38:01+00:00,2026-02-10T14:44:45+00:00,
Maps,,Beauty and Cosmetics James Olaya,,+55 19 97403-7997,https://wa.me/5519974037997,http://www.jamesolaya.com.br/,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=2182860651463934917,enviado,2026-02-09T16:38:01+00:00,2026-02-10T12:03:10+00:00,
Maps,,Micropigmentação Capilar Realista em Campinas,,+55 19 99884-3173,https://wa.me/5519998843173,https://microcapilarcampinas.com.br/,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=5665204333318456449,enviado,2026-02-09T16:38:01+00:00,2026-02-10T14:45:40+00:00,
Maps,,Luciana Masson Clinic | Micropigmentação | Nanoblading | Tratamento Facial,,+55 19 98861-0431,https://wa.me/5519988610431,https://lucianamasson.com/,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=4196176728326151564,enviado,2026-02-09T16:38:01+00:00,2026-02-10T14:42:57+00:00,
Maps,,"Giuliana Milena | Micropigmentação Capilar, Camuflagem Cicatriz, Melasma, Estrias, Aréolas e Jato de Plasma em Campinas",,+55 19 99161-2865,https://wa.me/5519991612865,http://www.giulianamilena.com.br/,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=3371509965084057641,enviado,2026-02-09T16:38:01+00:00,2026-02-10T14:38:19+00:00,
Maps,,"Espaço Mara Sousa - Micropigmentação de Sobrancelhas, Lash Lifting, Brow Lamination, Remoção a Laser",,+55 19 99373-4282,https://wa.me/5519993734282,https://www.espacomarasousa.com.br/,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=16885435372632514810,enviado,2026-02-09T16:38:01+00:00,2026-02-10T14:32:55+00:00,
Maps,,Marcela Augusta Micropigmentação Natural Cambuí,,+55 19 99515-3795,https://wa.me/5519995153795,https://www.instagram.com/marcelamicropigmentacaocambui?igsh=MTc2OThpenN2b3VkYw%3D%3D&utm_source=qr,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=8640266588300531793,enviado,2026-02-09T16:38:01+00:00,2026-02-10T14:43:07+00:00,
Maps,,"Angela Graciano – Micropigmentação Paramédica, Estética e Laser",,+55 19 99419-3389,https://wa.me/5519994193389,https://www.angelagraciano.com.br/,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=1383307404365328072,enviado,2026-02-09T16:38:01+00:00,2026-02-09T21:13:18+00:00,
Maps,,STUDIO VIVIANE FERREIRA,,+55 19 98611-7990,https://wa.me/5519986117990,,Campinas - SP,Brasil,,micropigmentação,não,não,sim,,,,,,,6,Encontrado por: micropigmentação,https://maps.google.com/?cid=10100845689370910634,enviado,2026-02-09T16:38:01+00:00,2026-02-09T21:11:57+00:00,
Maps,,STUDIO L’ECLAIR - Micropigmentação & Sobrancelhas,,+55 19 99295-3136,https://wa.me/5519992953136,,Campinas - SP,Brasil,,micropigmentação,não,não,sim,,,,,,,6,Encontrado por: micropigmentação,https://maps.google.com/?cid=5963462593031035682,enviado,2026-02-09T16:38:01+00:00,2026-02-09T21:10:16+00:00,
Maps,,"Espaço Luciana Cavalcante – Micropigmentação de Sobrancelhas, Lábios e Olhos - Tatuagens Delicadas e Estetica",,+55 19 98221-8154,https://wa.me/5519982218154,https://espacolucianacavalcante.my.canva.site/,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=7070802510552163613,enviado,2026-02-09T16:38:01+00:00,2026-02-10T14:32:31+00:00,
Maps,,Dulci Barros - Especialista em Micropigmentação,,+55 19 98820-0663,https://wa.me/5519988200663,https://api.whatsapp.com/send?phone=5519988200663&text=,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=13213547227547965705,enviado,2026-02-09T16:38:01+00:00,2026-02-10T12:28:25+00:00,
Maps,,Aureum Clinic | Micropigmentação de sobrancelhas | Design e muito mais,,+55 19 99578-0605,https://wa.me/5519995780605,https://www.instagram.com/clinicaureum/,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=11445790334887489190,enviado,2026-02-09T16:38:01+00:00,2026-02-10T12:02:19+00:00,
Maps,,Studio Lucas Lima - Micropigmentação e Extensão de Cílios,,+55 19 97818-6465,https://wa.me/5519978186465,https://sites.google.com/view/studiolucaslima/,Campinas - SP,Brasil,,micropigmentação,não,sim,sim,,,,,,,2,Encontrado por: micropigmentação,https://maps.google.com/?cid=2423381549998403706,enviado,2026-02-09T16:38:01+00:00,2026-02-11T18:24:52+00:00,
Maps,,Espaço Amanda Silveira - Micropigmentação em Campinas,,+55 19 97170-6148,https://wa.me/5519971706148,,Campinas - SP,Brasil,,micropigmentação,não,não,sim,,,,,,,6,Encontrado por: micropigmentação,https://maps.google.com/?cid=4997349515710330235,enviado,2026-02-09T16:38:01+00:00,2026-02-09T20:10:57+00:00,
Maps,,Fabiana Lima Micropigmentação,,+55 19 99429-8188,https://wa.me/5519994298188,,Campinas - SP,Brasil,,micropigmentação,não,não,sim,,,,,,,6,Encontrado por: micropigmentação,https://maps.google.com/?cid=6178692716155666131,enviado,2026-02-09T16:38:01+00:00,2026-02-09T20:11:58+00:00,
Maps,,Flávia Rodrigues Studio Micropigmentação,,+55 19 99441-2726,https://wa.me/5519994412726,,Campinas - SP,Brasil,,micropigmentação,não,não,sim,,,,,,,6,Encontrado por: micropigmentação,https://maps.google.com/?cid=5889638612355665626,enviado,2026-02-09T16:38:01+00:00,2026-02-09T20:12:36+00:00,
Maps,,Juliana Persi Remoção a Laser Campinas de Micropigmentação e Tatuagem,,+55 19 99855-7362,https://wa.me/5519998557362,,Campinas - SP,Brasil,,micropigmentação,não,não,sim,,,,,,,6,Encontrado por: micropigmentação,https://maps.google.com/?cid=14131986410582872353,enviado,2026-02-09T16:38:01+00:00,2026-02-09T20:14:08+00:00,
Maps,,Micropigmentação em Campinas - Henriette,,+55 19 98852-2062,https://wa.me/5519988522062,,Campinas - SP,Brasil,,micropigmentação,não,não,sim,,,,,,,6,Encontrado por: micropigmentação,https://maps.google.com/?cid=15722516697720960946,enviado,2026-02-09T16:38:01+00:00,2026-02-09T20:17:26+00:00,
Maps,,Ju Medeiros Beauty | Referência em Sobrancelha em Campinas,,+55 19 98233-2435,https://wa.me/5519982332435,https://jumedeirosbeauty.com.br/,Campinas - SP,Brasil,,estúdio de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: estúdio de sobrancelhas,https://maps.google.com/?cid=11618894359383292995,enviado,2026-02-09T16:39:13+00:00,2026-02-10T14:40:05+00:00,
Maps,,Sabrina Camargo Beauty & Academy | Cílios Campinas | Sobrancelhas Campinas | Studio de Beleza,,+55 19 99513-0806,https://wa.me/5519995130806,,Campinas - SP,Brasil,,estúdio de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: estúdio de sobrancelhas,https://maps.google.com/?cid=8843793906859745535,enviado,2026-02-09T16:39:13+00:00,2026-02-09T21:02:18+00:00,
Maps,,Studio SK - (D)Epilação | Plástica dos Pés | Lash & Designer Sobrancelhas,,+55 19 97125-8709,https://wa.me/5519971258709,,Campinas - SP,Brasil,,estúdio de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: estúdio de sobrancelhas,https://maps.google.com/?cid=9968195169496850623,enviado,2026-02-09T16:39:13+00:00,2026-02-09T21:11:10+00:00,
Maps,,CURSO de Extensão de cílios CAMPINAS-SP por Estela Nucci,,+55 19 97158-6150,https://wa.me/5519971586150,https://www.instagram.com/espaco.nucci,Campinas - SP,Brasil,,estúdio de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: estúdio de sobrancelhas,https://maps.google.com/?cid=14447507577883851022,enviado,2026-02-09T16:39:13+00:00,2026-02-10T12:06:05+00:00,
Maps,,Perfeição Facial,,+55 19 99844-5913,https://wa.me/5519998445913,http://perfeicaofacial.com.br/,Campinas - SP,Brasil,,estúdio de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: estúdio de sobrancelhas,https://maps.google.com/?cid=8018852500333785363,enviado,2026-02-09T16:39:13+00:00,2026-02-10T14:47:35+00:00,
Maps,,JC Sobrancelhas,,+55 19 99118-2477,https://wa.me/5519991182477,https://instagram.com/jc.sobrancelhas,Campinas - SP,Brasil,,estúdio de sobrancelhas,não,sim,sim,,,,,,,2,Encontrado por: estúdio de sobrancelhas,https://maps.google.com/?cid=11299483257906764166,enviado,2026-02-09T16:39:13+00:00,2026-02-10T14:39:46+00:00,
Maps,,Lash Designer - CA Cílios Beauty,,+55 19 97401-5597,https://wa.me/5519974015597,,Campinas - SP,Brasil,,lash designer,não,não,sim,,,,,,,6,Encontrado por: lash designer,https://maps.google.com/?cid=3684838184605899800,enviado,2026-02-09T16:40:20+00:00,2026-02-09T20:16:10+00:00,
Maps,,Studio Lash Designer Campinas | Letícia Martins,,+55 19 99900-0569,https://wa.me/5519999000569,https://www.instagram.com/leticiazmartinsbeauty/?hl=pt,Campinas - SP,Brasil,,lash designer,não,sim,sim,,,,,,,2,Encontrado por: lash designer,https://maps.google.com/?cid=7596107354511082188,enviado,2026-02-09T16:40:20+00:00,2026-02-11T20:53:28+00:00,
Maps,,Grazi Studio Lash Designer Campinas,,+55 19 99660-5873,https://wa.me/5519996605873,,Campinas - SP,Brasil,,lash designer,não,não,sim,,,,,,,6,Encontrado por: lash designer,https://maps.google.com/?cid=10447345155828541828,enviado,2026-02-09T16:40:20+00:00,2026-02-09T20:13:16+00:00,
Maps,,Extensão de Cílios Campinas | Volume Brasileiro | Mega Volume | Volume Egípcio | Efeito Fox | Designer de Sobrancelha,,+55 19 98871-6716,https://wa.me/5519988716716,https://online.maapp.com.br/Natalialucialash,Campinas - SP,Brasil,,lash designer,não,sim,sim,,,,,,,2,Encontrado por: lash designer,https://maps.google.com/?cid=5287016870450057137,enviado,2026-02-09T16:40:20+00:00,2026-02-10T14:36:38+00:00,
Maps,,Espaço Beatriz Amélia Nails,,+55 12 99208-6869,https://wa.me/5512992086869,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=17303218045520086435,enviado,2026-02-10T16:11:57+00:00,2026-02-11T11:48:18+00:00,
Maps,,Studio Vanessa Teodoro Nails,,+55 12 99677-6756,https://wa.me/5512996776756,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=7717488743255368308,enviado,2026-02-10T16:11:57+00:00,2026-02-11T12:02:05+00:00,
Maps,,Mioni Nails - Unhas & Sobrancelhas,,+55 12 99761-5679,https://wa.me/5512997615679,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=13436780083840074075,enviado,2026-02-10T16:11:57+00:00,2026-02-11T11:50:04+00:00,
Maps,,Studio Nails - Tal mãe tal filha,,+55 12 99738-0383,https://wa.me/5512997380383,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=4092194328258490803,enviado,2026-02-10T16:11:57+00:00,2026-02-11T12:00:04+00:00,
Maps,,Marcos Cabeleireiro & Sandra Manicure,,+55 12 98852-3455,https://wa.me/5512988523455,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=4472531780033518442,enviado,2026-02-10T16:11:57+00:00,2026-02-11T11:48:56+00:00,
Maps,,Núbia Esmalteria,,+55 12 98845-4072,https://wa.me/5512988454072,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=1773085058992323810,enviado,2026-02-10T16:11:57+00:00,2026-02-11T11:50:41+00:00,
Maps,,Studio Thay oliveira,,+55 12 98101-3332,https://wa.me/5512981013332,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=16059650951095515631,enviado,2026-02-10T16:11:57+00:00,2026-02-11T12:01:42+00:00,
Maps,,Mayamy Salão de Beleza e Barbearia,,+55 12 98848-0890,https://wa.me/5512988480890,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=17744906789333478602,enviado,2026-02-10T16:11:57+00:00,2026-02-11T11:49:23+00:00,
Maps,,Samara Nunes - Nail Design,,+55 12 99192-3912,https://wa.me/5512991923912,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=12538921615344535125,enviado,2026-02-10T16:11:57+00:00,2026-02-11T11:52:40+00:00,
Maps,,Studio GS Estética,,+55 12 99247-8907,https://wa.me/5512992478907,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=17093955810529998365,enviado,2026-02-10T16:11:57+00:00,2026-02-11T11:59:39+00:00,
Maps,,Studio Erika Lemes,,+55 12 98823-1720,https://wa.me/5512988231720,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=9107974920499070536,enviado,2026-02-10T16:11:57+00:00,2026-02-11T11:59:06+00:00,
Maps,,By Clarice Nails,,+55 12 98829-4437,https://wa.me/5512988294437,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=15651799903420673144,enviado,2026-02-10T16:11:57+00:00,2026-02-11T11:46:57+00:00,
Maps,,Samara Neves Nails Care Manicure / Pedicure / Jardim Satelite Sao José dos Campos,,+55 12 99632-9173,https://wa.me/5512996329173,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=13419691020786929020,enviado,2026-02-10T16:11:57+00:00,2026-02-11T11:52:01+00:00,
Maps,,Esmalteria Pink Puppin,,+55 12 99179-1543,https://wa.me/5512991791543,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=7611797732969425000,enviado,2026-02-10T16:11:57+00:00,2026-02-11T11:48:00+00:00,
Maps,,Tayana Dantas|Manicure Pedicure e Nails Art,,+55 12 98187-2075,https://wa.me/5512981872075,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=6392279916496248891,enviado,2026-02-10T16:11:57+00:00,2026-02-11T12:12:34+00:00,
Maps,,Virtuosas Studio de Beleza,,+55 12 99701-5932,https://wa.me/5512997015932,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=12971318872771897586,enviado,2026-02-10T16:11:57+00:00,2026-02-11T12:12:54+00:00,
Maps,,Studio VINNY ALMEIDA,,+55 12 98701-9138,https://wa.me/5512987019138,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=1416767985035089745,ignorar,2026-02-10T16:11:57+00:00,2026-02-11T12:02:20+00:00,
Maps,,Camarim Unhas e Sobrancelhas,,+55 12 98820-3941,https://wa.me/5512988203941,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=3444636745757745676,enviado,2026-02-10T16:11:57+00:00,2026-02-11T11:47:35+00:00,
Maps,,Angelica Tirelli Nails,,+55 12 99708-9582,https://wa.me/5512997089582,,São José dos Campos - SP,Brasil,,manicure,não,não,sim,,,,,,,6,Encontrado por: manicure,https://maps.google.com/?cid=14731027439337815284,ignorar,2026-02-10T16:11:57+00:00,2026-02-10T17:11:47+00:00,
Maps,,Alongamento de unhas Débora Guimarães Nail Designer,,+55 12 98848-8574,https://wa.me/5512988488574,https://www.instagram.com/deboracostanails1?igsh=Z21sNTRjOGE3dWNu,São José dos Campos - SP,Brasil,,manicure,não,sim,sim,,,,,,,2,Encontrado por: manicure,https://maps.google.com/?cid=3811648177767096900,enviado,2026-02-10T16:11:57+00:00,2026-02-11T12:13:14+00:00,
Maps,,Abrahão e Campos | Escritorio de advocacia em Campinas,,+55 19 98268-6158,https://wa.me/5519982686158,https://abrahaoecamposadv.com.br/,Campinas - SP,Brasil,,Advogado,não,sim,sim,,,,,,,2,Encontrado por: Advogado,https://maps.google.com/?cid=173319086688565405,enviado,2026-02-10T20:02:10+00:00,2026-02-11T12:15:44+00:00,
Maps,,Advocacia Automobilística | Advogado de Trânsito em Campinas - Dr. Rodrigo Oliveira,,+55 19 99938-3356,https://wa.me/5519999383356,http://advautomobilistica.com/,Campinas - SP,Brasil,,Advogado,não,sim,sim,,,,,,,2,Encontrado por: Advogado,https://maps.google.com/?cid=8888513848408411796,enviado,2026-02-10T20:02:10+00:00,2026-02-11T12:16:42+00:00,
Maps,,ADNM Advogados | Advocacia Empresarial em Campinas | Holding | M&A | Sucessão | Proteção Patrimonial,,+55 19 98199-0236,https://wa.me/5519981990236,https://adnmadvogados.com/,Campinas - SP,Brasil,,Advogado,não,sim,sim,,,,,,,2,Encontrado por: Advogado,https://maps.google.com/?cid=17300208393629434372,enviado,2026-02-10T20:03:57+00:00,2026-02-11T12:16:10+00:00,
Maps,,Denzin Advogados,,+55 19 99406-7007,https://wa.me/5519994067007,http://www.denzin.com.br/,Campinas - SP,Brasil,,Advogado,não,sim,sim,,,,,,,2,Encontrado por: Advogado,https://maps.google.com/?cid=8706952360601643183,enviado,2026-02-10T20:03:57+00:00,2026-02-10T20:09:21+00:00,
Maps,,Sobrancelhas Design Estética Jardins,,+55 11 97317-7733,https://wa.me/5511973177733,,São Paulo - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=13318730978896370224,enviado,2026-02-11T12:17:11+00:00,2026-02-11T13:54:55+00:00,
Maps,,Sobrancelhas Design Marajoara,,+55 11 94201-2040,https://wa.me/5511942012040,,São Paulo - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=9923056580008654761,ignorar,2026-02-11T12:17:11+00:00,2026-02-11T13:55:22+00:00,
Maps,,Sobrancelhas Design,,+55 11 94127-1046,https://wa.me/5511941271046,,São Paulo - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=18262718872524932486,enviado,2026-02-11T12:17:11+00:00,2026-02-11T13:54:39+00:00,
Maps,,Design De Sobrancelhas By Tháriga Brito Itaim Bibi,,+55 11 95206-4082,https://wa.me/5511952064082,,São Paulo - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=13887795824868035906,enviado,2026-02-11T12:17:11+00:00,2026-02-11T13:52:32+00:00,
Maps,,Letícia Lima - Design de Sobrancelha • Micropigmentação • Curso • Lash Lifting • Brow Lamination,,+55 11 93737-3508,https://wa.me/5511937373508,http://bit.ly/3RFG3jC,São Paulo - SP,Brasil,Bela Vista - Liberdade,designer de sobrancelhas,não,sim,sim,,,,,,,3,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=2362388678690044380,enviado,2026-02-11T12:17:11+00:00,2026-02-11T16:43:19+00:00,
Maps,,"Maria Bezerra: Cílios que duram com saúde, Brow lamination, Design de sobrancelhas, Lash lifting",,+55 11 97998-2314,https://wa.me/5511979982314,,São Paulo - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=4215568927360985847,enviado,2026-02-11T12:17:11+00:00,2026-02-11T13:53:36+00:00,
Maps,,Simone Cardoso design de sobrancelha,,+55 11 97780-6048,https://wa.me/5511977806048,,São Paulo - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=16419300383441034981,enviado,2026-02-11T12:17:11+00:00,2026-02-11T13:54:14+00:00,
Maps,,Design & Cia - Sobrancelha e Estética,,+55 12 98265-8190,https://wa.me/5512982658190,,São Paulo - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=16209537381989984353,enviado,2026-02-11T12:17:11+00:00,2026-02-11T13:51:48+00:00,
Maps,,Designer de sobrancelhas,,+55 11 93949-4985,https://wa.me/5511939494985,,São Paulo - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=14628969733195061745,enviado,2026-02-11T12:17:11+00:00,2026-02-11T13:53:08+00:00,
Maps,,Design de sobrancelhas,,+55 11 95602-3051,https://wa.me/5511956023051,,São Paulo - SP,Brasil,,designer de sobrancelhas,não,não,sim,,,,,,,6,Encontrado por: designer de sobrancelhas,https://maps.google.com/?cid=18363821506249540135,enviado,2026-02-11T12:17:11+00:00,2026-02-11T13:52:07+00:00,
Maps,,"Brenda Cílios e Sobrancelhas Design com henna, maquiagem profissional e perfumaria",,+55 11 96716-9832,https://wa.me/5511967169832,,São Paulo - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=15695635535770229942,enviado,2026-02-11T12:18:25+00:00,2026-02-11T16:15:15+00:00,
Maps,,Espaço de sobrancelha Neide Henna,,+55 11 95243-6987,https://wa.me/5511952436987,,São Paulo - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=13056348498531176921,enviado,2026-02-11T12:18:25+00:00,2026-02-11T16:20:18+00:00,
Maps,,Leticia Marques Beauty,,+55 11 94681-1545,https://wa.me/5511946811545,,São Paulo - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=179947668034051363,enviado,2026-02-11T12:18:25+00:00,2026-02-11T16:36:56+00:00,
Maps,,Nossa Casa da Sobrancelha,,+55 11 2924-7542,https://wa.me/551129247542,,São Paulo - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=16104800794662481273,ignorar,2026-02-11T12:18:25+00:00,2026-02-11T16:45:31+00:00,
Maps,,JHENNI ALVES,,+55 11 97726-7248,https://wa.me/5511977267248,,São Paulo - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=8386062120305363791,enviado,2026-02-11T12:18:25+00:00,2026-02-11T16:25:03+00:00,
Maps,,Studio Clara Brandão,,+55 11 94835-1187,https://wa.me/5511948351187,,São Paulo - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=5426126899552863355,enviado,2026-02-11T12:18:25+00:00,2026-02-11T16:45:36+00:00,
Maps,,Clinica Diva's,,+55 11 97016-2989,https://wa.me/5511970162989,,São Paulo - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=6357845397692785959,enviado,2026-02-11T12:18:25+00:00,2026-02-11T16:15:44+00:00,
Maps,,Loveena Maison,,+55 11 98833-7518,https://wa.me/5511988337518,,São Paulo - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=12158915182332550763,enviado,2026-02-11T12:18:25+00:00,2026-02-11T16:39:34+00:00,
Maps,,Estúdio Sueli Oliveira,,+55 11 99226-4704,https://wa.me/5511992264704,,São Paulo - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=15004257263467735400,enviado,2026-02-11T12:18:25+00:00,2026-02-11T16:21:04+00:00,
Maps,,"Além do Olhar Perdizes - Sobrancelhas, Face e Corpo",,+55 11 97824-7007,https://wa.me/5511978247007,,São Paulo - SP,Brasil,,sobrancelhas henna,não,não,sim,,,,,,,6,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=12813734302014226673,enviado,2026-02-11T12:18:25+00:00,2026-02-11T16:09:09+00:00,
Maps,,ATELIÊ MONI FIUZA - (Design de Sobrancelha e Epilação Egípcia (linha.),,+55 11 98241-6131,https://wa.me/5511982416131,https://instagram.com/monifiuzasobrancelhas?utm_medium=copy_link,São Paulo - SP,Brasil,,sobrancelhas henna,não,sim,sim,,,,,,,2,Encontrado por: sobrancelhas henna,https://maps.google.com/?cid=8147393580324468695,enviado,2026-02-11T12:18:25+00:00,2026-02-11T18:21:55+00:00,
Maps,,Brow design Studio,,+55 11 96324-1638,https://wa.me/5511963241638,,São Paulo - SP,Brasil,,brow designer,não,não,sim,,,,,,,6,Encontrado por: brow designer,https://maps.google.com/?cid=14093068145888346428,enviado,2026-02-11T12:19:37+00:00,2026-02-11T13:56:25+00:00,
Maps,,BEATRIZ BROW DESIGN,,+55 11 94501-5532,https://wa.me/5511945015532,,São Paulo - SP,Brasil,,brow designer,não,não,sim,,,,,,,6,Encontrado por: brow designer,https://maps.google.com/?cid=7062047918387429068,ignorar,2026-02-11T12:19:37+00:00,2026-02-11T13:55:43+00:00,
Maps,,Lashdesigneraraujo - Extensão de Cílios/ Design Sobrancelha / Epilação,,+55 11 98248-3777,https://wa.me/5511982483777,,São Paulo - SP,Brasil,,brow designer,não,não,sim,,,,,,,6,Encontrado por: brow designer,https://maps.google.com/?cid=13949476326553765953,enviado,2026-02-11T12:19:37+00:00,2026-02-11T13:57:38+00:00,
